#doc source pos typeindex type topic
#alpha : 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
#beta : 0.01
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 80 1483 sought 41
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 81 2017 commander 20
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 82 569 authority 47
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 83 1759 movement 25
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 84 2018 armours 27
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 85 2014 armoury 42
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 86 2019 updating 20
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 87 2020 kenyans 27
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 88 1708 findings 44
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 89 2021 sensitive 41
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 90 2022 matter 41
74 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing74 91 2023 promised 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 0 78 date 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 1 764 september 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 2 1047 east 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 3 1686 african 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 4 1737 standard 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 5 258 nairobi 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 6 713 member 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 7 2024 parliamentary 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 8 2025 committee 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 9 214 security 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 10 681 told 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 11 1737 standard 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 12 340 sunday 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 13 863 house 35
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 14 1322 team 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 15 2026 question 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 16 1746 force 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 17 71 top 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 18 2027 command 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 19 713 member 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 20 292 information 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 21 2028 colleagues 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 22 1332 gathered 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 23 91 cache 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 24 2029 pointed 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 25 330 deal 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 26 2030 awry 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 27 1291 claim 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 28 2031 corroborated 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 29 1803 internal 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 30 214 security 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 31 1834 assistant 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 32 1390 minister 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 33 1835 jimiyu 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 34 1836 michieka 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 35 681 told 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 36 1737 standard 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 37 340 sunday 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 38 90 seizure 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 39 92 weapons 9
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 40 2032 exposed 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 41 330 deal 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 42 2033 sour 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 43 2034 merchants 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 44 1199 death 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 45 246 include 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 46 2035 civilians 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 47 214 security 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 48 866 officers 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 49 1612 senior 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 50 866 officers 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 51 241 ministry 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 52 105 police 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 53 2036 training 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 54 2037 college 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 55 2038 mptc 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 56 1415 interviewed 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 57 538 point 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 58 2039 unresolved 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 59 2040 political 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 60 2041 intrigues 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 61 2042 relate 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 62 2043 retention 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 63 1762 ita 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 64 1763 adoyo 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 65 2044 retired 32
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 66 216 year 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 67 2045 inspector 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 68 200 named 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 69 441 fear 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 70 2046 reprisals 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 71 2047 claims 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 72 2048 unusual 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 73 316 items 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 74 670 leave 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 75 2014 armoury 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 76 2049 knowledge 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 77 1612 senior 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 78 866 officers 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 79 2050 intriguing 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 80 2051 revelations 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 81 1746 force 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 82 1534 firearms 9
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 83 219 ammunitions 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 84 1168 records 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 85 2052 updated 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 86 1804 daily 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 87 2053 requisitions 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 88 2054 districts 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 89 2055 units 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 90 2038 mptc 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 91 214 security 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 92 2056 buildings 32
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 93 2057 rapid 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 94 2058 deployment 32
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 95 286 unit 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 96 2059 rural 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 97 1713 border 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 98 2060 patrol 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 99 286 unit 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 100 871 approved 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 101 1746 force 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 102 1761 commandant 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 103 2061 answering 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 104 1430 questions 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 105 172 arms 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 106 2062 ended 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 107 1796 civilian 36
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 108 1851 custody 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 109 1349 claimed 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 110 962 source 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 111 172 arms 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 112 2063 acquisition 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 113 2064 emerged 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 114 2065 steeped 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 115 2066 corruption 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 116 2067 raises 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 117 1430 questions 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 118 2014 armoury 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 119 596 cctv 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 120 490 surveillance 19
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 121 2068 armed 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 122 986 guard 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 123 2069 round 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 124 2070 clock 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 125 1507 asked 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 126 2071 feasible 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 127 1836 michieka 31
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 128 2021 sensitive 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 129 2022 matter 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 130 2072 privy 26
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 131 292 information 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 132 1746 force 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 133 1168 records 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 134 2073 secures 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 135 2014 armoury 42
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 136 64 things 20
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 137 330 deal 39
75 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing75 138 2033 sour 39
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 0 78 date 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 1 764 september 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 2 1931 saba 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 3 474 yemen 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 4 48 news 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 5 261 agency 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 6 474 yemen 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 7 2074 addresses 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 8 172 arms 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 9 2075 trade 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 10 525 sana 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 11 2076 sep 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 12 1931 saba 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 13 576 interior 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 14 1390 minister 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 15 1472 tolah 0
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 16 467 al 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 17 2077 kalid 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 18 361 tuesday 48
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 19 474 yemen 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 20 92 weapons 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 21 2075 trade 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 22 2078 completely 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 23 2079 crushed 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 24 827 past 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 25 2080 summer 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 26 2081 crackdown 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 27 467 al 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 28 2077 kalid 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 29 2082 quoted 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 30 744 state 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 31 262 run 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 32 2083 truthtoday 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 33 2084 net 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 34 1648 warning 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 35 241 ministry 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 36 70 sell 24
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 37 2085 secretly 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 38 437 public 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 39 2086 pieces 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 40 92 weapons 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 41 241 ministry 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 42 1199 death 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 43 2075 trade 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 44 2087 unprecedented 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 45 2088 step 15
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 46 2089 eliminate 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 47 2090 distressing 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 48 312 make 48
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 49 333 money 48
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 50 1199 death 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 51 2004 added 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 52 474 yemen 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 53 2091 efforts 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 54 1803 internal 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 55 1377 control 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 56 1360 started 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 57 517 international 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 58 1766 focus 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 59 2092 terrorism 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 60 1198 yemeni 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 61 2093 embarked 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 62 2094 widely 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 63 92 weapons 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 64 2095 buyback 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 65 2096 program 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 66 420 hoping 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 67 2097 neutralize 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 68 1779 threat 25
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 69 2098 posed 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 70 1377 control 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 71 2099 confrontational 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 72 2100 manner 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 73 1198 yemeni 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 74 1384 authorities 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 75 1058 shut 0
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 76 172 arms 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 77 2101 businesses 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 78 2102 anticipation 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 79 2103 introduction 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 80 1549 licensing 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 81 2104 system 29
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 82 2105 bid 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 83 1377 control 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 84 2075 trade 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 85 1457 country 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 86 2106 highest 7
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 87 2107 rates 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 88 382 private 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 89 1529 gun 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 90 2108 ownership 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 91 196 world 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 92 576 interior 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 93 241 ministry 20
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 94 2109 task 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 95 2110 regulating 28
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 96 92 weapons 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 97 2111 purchases 9
76 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing76 98 1457 country 9
